tv & home theater accessories,1,accessories & supplies,1,Score1 = 0.736624966729, Score2 = 0.822764227642(False)
tv & home theater accessories,1,audio & video accessories,2,Score1 = 0.982965131754, Score2 = 0.987814784728(False)
tv & home theater accessories,1,cables & interconnects,3,Score1 = 0.963534735161, Score2 = 0.0(True)
digital camera accessories,1,camera & photo,1,Score1 = 0.878085732109, Score2 = 0.938089921851(False)
digital camera accessories,1,accessories,2,Score1 = 0.824436324748, Score2 = 0.0(True)
printers ink & toner,1,printer ink & toner,3,Score1 = 0.739665354331, Score2 = 0.829673985363(False)
portable speakers docks & radios,1,computers & accessories,1,Score1 = 0.458333333333, Score2 = 0.664335664336(False)
portable speakers docks & radios,1,cables & accessories,2,Score1 = 0.807051282051, Score2 = 0.840349483717(False)
portable speakers docks & radios,1,cables & interconnects,3,Score1 = 0.965064102564, Score2 = 0.87346396546(False)
tvs,1,television & video,1,Score1 = 0.901967552641, Score2 = 0.99272866437(False)
paper,1,printer ink & toner,3,Score1 = 0.412114014252, Score2 = 0.602305475504(False)
networking & wireless,1,networking products,2,Score1 = 0.823893473368, Score2 = 0.932506259959(False)
ipad tablets & e-readers,1,touch screen tablet accessories,2,Score1 = 0.770189561153, Score2 = 0.563047875927(False)
monitors,1,monitors,2,Score1 = 0.868302566412, Score2 = 0.868809955924(False)
projectors & screens,1,computers & accessories,1,Score1 = 0.677532597793, Score2 = 0.831606217617(False)
projectors & screens,1,cables & accessories,2,Score1 = 0.932046138415, Score2 = 0.951035781544(False)
projectors & screens,1,cables & interconnects,3,Score1 = 0.95260782347, Score2 = 0.973414056331(False)
camcorders,1,camera & photo,1,Score1 = 0.774193548387, Score2 = 0.953282828283(False)
camcorders,1,accessories,2,Score1 = 0.967741935484, Score2 = 0.0(True)
home audio,1,computers & accessories,1,Score1 = 0.339042380298, Score2 = 0.456120943953(True)
car installation parts,1,car electronics,2,Score1 = 0.702271332106, Score2 = 0.0(True)
binoculars telescopes & optics,1,camera & photo,1,Score1 = 0.799782372144, Score2 = 0.967006802721(False)
binoculars telescopes & optics,1,accessories,2,Score1 = 0.887649619151, Score2 = 0.0(True)
tv stands mounts & furniture,1,accessories & supplies,1,Score1 = 0.471335128896, Score2 = 0.82693877551(False)
tv stands mounts & furniture,1,audio & video accessories,2,Score1 = 0.993843786072, Score2 = 0.986837011227(False)
tv stands mounts & furniture,1,cables & interconnects,3,Score1 = 0.952289342055, Score2 = 0.0(True)
office furniture & storage,1,cables & interconnects,3,Score1 = 0.644214799779, Score2 = 0.380120309367(True)
tv stands mounts & storage,1,accessories & supplies,1,Score1 = 0.732824427481, Score2 = 0.852430555556(False)
tv stands mounts & storage,1,audio & video accessories,2,Score1 = 0.998303647159, Score2 = 0.99575191164(False)
tv stands mounts & storage,1,cables & interconnects,3,Score1 = 0.981340118745, Score2 = 0.0(True)
camcorder accessories,1,camera & photo,1,Score1 = 0.803547066849, Score2 = 0.859083191851(False)
camcorder accessories,1,accessories,2,Score1 = 0.860845839018, Score2 = 0.0(True)
accessories,1,cables & accessories,2,Score1 = 0.98532731377, Score2 = 0.973654066438(False)
accessories,1,cables & interconnects,3,Score1 = 0.997742663657, Score2 = 0.997737556561(False)
ipad tablet & e-reader accessories,1,touch screen tablet accessories,2,Score1 = 0.854160678356, Score2 = 0.938964371346(False)
smart tvs & devices,1,computers & accessories,1,Score1 = 0.372027972028, Score2 = 0.785714285714(False)
smart tvs & devices,1,cables & accessories,2,Score1 = 0.61958041958, Score2 = 0.729119638826(False)
smart tvs & devices,1,cables & interconnects,3,Score1 = 0.93006993007, Score2 = 0.908270676692(False)
car installation parts & accessories,1,car electronics,2,Score1 = 0.69401631913, Score2 = 0.0(True)
laptops,1,data storage,2,Score1 = 0.539203484754, Score2 = 0.944604731679(False)
car audio,1,car electronics,2,Score1 = 0.9954236583, Score2 = 0.0(True)
ipod & mp3 player accessories,1,portable audio & video,1,Score1 = 0.759551392655, Score2 = 0.880253123479(False)
scanners faxes & copiers,1,cables & interconnects,3,Score1 = 0.613696224759, Score2 = 0.347639484979(True)
desktop & all-in-one computers,1,data storage,2,Score1 = 0.52723554564, Score2 = 0.638046544429(False)
servers & thin clients,1,computer components,2,Score1 = 0.514301738643, Score2 = 0.959651035987(False)
servers & thin clients,1,fans & cooling,3,Score1 = 0.994391475042, Score2 = 0.0(True)
telephones & communication,1,memory cards,3,Score1 = 0.468088071349, Score2 = 0.793390890146(False)
office & school supplies,1,printer ink & toner,3,Score1 = 0.904695919938, Score2 = 0.979407760381(False)
memory cards & readers,1,computers & accessories,1,Score1 = 0.972866833274, Score2 = 0.905688073394(False)
memory cards & readers,1,cables & accessories,2,Score1 = 0.901820778293, Score2 = 0.967537608868(False)
marine electronics,1,car electronics,2,Score1 = 0.983772819473, Score2 = 0.0(True)
marine electronics,1,car video,3,Score1 = 0.910750507099, Score2 = 0.0(True)
computer accessories & peripherals,1,cables & accessories,2,Score1 = 0.436477873978, Score2 = 0.932502238446(False)
computer accessories & peripherals,1,cables & interconnects,3,Score1 = 0.7763498076, Score2 = 0.907626478731(False)
headphones,1,computers & accessories,1,Score1 = 0.395873505592, Score2 = 0.662282838123(False)
headphones,1,cables & accessories,2,Score1 = 0.880833011955, Score2 = 0.864346176299(False)
headphones,1,cables & interconnects,3,Score1 = 0.970883146934, Score2 = 0.916848725588(False)
ipad tablets & e-readers accessories,1,touch screen tablet accessories,2,Score1 = 0.941956882255, Score2 = 0.948943661972(False)
digital cameras,1,camera & photo,1,Score1 = 0.937666370896, Score2 = 0.944878164183(False)
digital cameras,1,accessories,2,Score1 = 0.650842945874, Score2 = 0.0(True)
computer cards & components,1,computer components,2,Score1 = 0.642150822037, Score2 = 0.911397144863(False)
computer cards & components,1,memory,3,Score1 = 0.522647350546, Score2 = 0.0(True)
software,1,cables & accessories,2,Score1 = 0.53791130186, Score2 = 0.505319148936(False)
software,1,cables & interconnects,3,Score1 = 0.74678111588, Score2 = 0.243295019157(True)
home audio accessories,1,accessories & supplies,1,Score1 = 0.62962962963, Score2 = 0.809523809524(False)
home audio accessories,1,audio & video accessories,2,Score1 = 0.973544973545, Score2 = 0.949275362319(False)
home audio accessories,1,cables & interconnects,3,Score1 = 0.968253968254, Score2 = 0.0(True)
